encounter_file,rate_walk,land_lvl0,land_species0,land_lvl1,land_species1,land_lvl2,land_species2,land_lvl3,land_species3,land_lvl4,land_species4,land_lvl5,land_species5,land_lvl6,land_species6,land_lvl7,land_species7,land_lvl8,land_species8,land_lvl9,land_species9,land_lvl10,land_species10,land_lvl11,land_species11,swarm_species0,swarm_species1,land_species_morn0,land_species_morn1,land_species_nite0,land_species_nite1,radar_species0,radar_species1,radar_species2,radar_species3,rate_form0,rate_form1,rate_form2,rate_form3,rate_form4,unown_tbl,ruby0,ruby1,sapphire0,sapphire1,emerald0,emerald1,firered0,firered1,leafgreen0,leafgreen1,rate_surf,lvl_max_surf0,lvl_min_surf0,species_surf0,lvl_max_surf1,lvl_min_surf1,species_surf1,lvl_max_surf2,lvl_min_surf2,species_surf2,lvl_max_surf3,lvl_min_surf3,species_surf3,lvl_max_surf4,lvl_min_surf4,species_surf4,rate_oldrod,lvl_max_oldrod0,lvl_min_oldrod0,species_oldrod0,lvl_max_oldrod1,lvl_min_oldrod1,species_oldrod1,lvl_max_oldrod2,lvl_min_oldrod2,species_oldrod2,lvl_max_oldrod3,lvl_min_oldrod3,species_oldrod3,lvl_max_oldrod4,lvl_min_oldrod4,species_oldrod4,rate_goodrod,lvl_max_goodrod0,lvl_min_goodrod0,species_goodrod0,lvl_max_goodrod1,lvl_min_goodrod1,species_goodrod1,lvl_max_goodrod2,lvl_min_goodrod2,species_goodrod2,lvl_max_goodrod3,lvl_min_goodrod3,species_goodrod3,lvl_max_goodrod4,lvl_min_goodrod4,species_goodrod4,rate_superrod,lvl_max_superrod0,lvl_min_superrod0,species_superrod0,lvl_max_superrod1,lvl_min_superrod1,species_superrod1,lvl_max_superrod2,lvl_min_superrod2,species_superrod2,lvl_max_superrod3,lvl_min_superrod3,species_superrod3,lvl_max_superrod4,lvl_min_superrod4,species_superrod4
44,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,1,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
45,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,1,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
46,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,1,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
47,15,40,SPECIES_GRAVELER,41,SPECIES_RHYHORN,42,SPECIES_GRAVELER,41,SPECIES_ONIX,42,SPECIES_ONIX,41,SPECIES_RHYDON,43,SPECIES_GOLBAT,43,SPECIES_RHYDON,42,SPECIES_STEELIX,41,SPECIES_GABITE,42,SPECIES_STEELIX,41,SPECIES_GABITE,SPECIES_GRAVELER,SPECIES_RHYHORN,SPECIES_GRAVELER,SPECIES_ONIX,SPECIES_GOLBAT,SPECIES_ONIX,SPECIES_ONIX,SPECIES_RHYDON,SPECIES_STEELIX,SPECIES_GABITE,100,100,0,0,0,0,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
48,15,41,SPECIES_MAGNETON,42,SPECIES_STEELIX,41,SPECIES_GRAVELER,42,SPECIES_STEELIX,44,SPECIES_STEELIX,43,SPECIES_MAGNETON,44,SPECIES_GOLBAT,43,SPECIES_GRAVELER,42,SPECIES_ONIX,43,SPECIES_GABITE,42,SPECIES_ONIX,43,SPECIES_GABITE,SPECIES_MAGNETON,SPECIES_STEELIX,SPECIES_GRAVELER,SPECIES_STEELIX,SPECIES_GOLBAT,SPECIES_STEELIX,SPECIES_STEELIX,SPECIES_MAGNETON,SPECIES_ONIX,SPECIES_GABITE,100,100,0,0,0,0,SPECIES_ONIX,SPECIES_GABITE,SPECIES_ONIX,SPECIES_GABITE,SPECIES_ONIX,SPECIES_GABITE,SPECIES_ONIX,SPECIES_GABITE,SPECIES_ONIX,SPECIES_GABITE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
49,15,42,SPECIES_FLOATZEL,41,SPECIES_AZUMARILL,41,SPECIES_GRAVELER,43,SPECIES_AZUMARILL,42,SPECIES_ONIX,44,SPECIES_FLOATZEL,44,SPECIES_GOLBAT,43,SPECIES_GRAVELER,44,SPECIES_STEELIX,43,SPECIES_GABITE,44,SPECIES_STEELIX,43,SPECIES_GABITE,SPECIES_FLOATZEL,SPECIES_AZUMARILL,SPECIES_GRAVELER,SPECIES_AZUMARILL,SPECIES_GOLBAT,SPECIES_AZUMARILL,SPECIES_ONIX,SPECIES_FLOATZEL,SPECIES_STEELIX,SPECIES_GABITE,100,100,0,0,0,0,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,15,50,30,SPECIES_FLOATZEL,50,30,SPECIES_FLOATZEL,50,30,SPECIES_GOLBAT,50,30,SPECIES_GOLBAT,50,30,SPECIES_GOLBAT,25,6,4,SPECIES_MAGIKARP,7,3,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,15,5,SPECIES_MAGIKARP,55,20,15,SPECIES_MAGIKARP,20,15,SPECIES_MAGIKARP,25,10,SPECIES_MAGIKARP,25,10,SPECIES_MAGIKARP,25,10,SPECIES_MAGIKARP,75,40,30,SPECIES_GYARADOS,40,30,SPECIES_GYARADOS,55,40,SPECIES_GYARADOS,55,40,SPECIES_GYARADOS,55,40,SPECIES_GYARADOS
50,15,48,SPECIES_FLOATZEL,47,SPECIES_AZUMARILL,47,SPECIES_GRAVELER,49,SPECIES_AZUMARILL,48,SPECIES_DEWGONG,50,SPECIES_FLOATZEL,50,SPECIES_GOLBAT,49,SPECIES_GRAVELER,50,SPECIES_DEWGONG,49,SPECIES_GABITE,50,SPECIES_DEWGONG,49,SPECIES_GABITE,SPECIES_FLOATZEL,SPECIES_AZUMARILL,SPECIES_GRAVELER,SPECIES_AZUMARILL,SPECIES_GOLBAT,SPECIES_AZUMARILL,SPECIES_DEWGONG,SPECIES_FLOATZEL,SPECIES_DEWGONG,SPECIES_GABITE,100,100,0,0,0,0,SPECIES_DEWGONG,SPECIES_GABITE,SPECIES_DEWGONG,SPECIES_GABITE,SPECIES_DEWGONG,SPECIES_GABITE,SPECIES_DEWGONG,SPECIES_GABITE,SPECIES_DEWGONG,SPECIES_GABITE,15,55,35,SPECIES_FLOATZEL,55,35,SPECIES_DEWGONG,55,35,SPECIES_LAPRAS,55,35,SPECIES_LAPRAS,55,35,SPECIES_LAPRAS,25,6,4,SPECIES_MAGIKARP,7,3,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,15,5,SPECIES_MAGIKARP,55,20,15,SPECIES_MAGIKARP,20,15,SPECIES_MAGIKARP,25,10,SPECIES_MAGIKARP,25,10,SPECIES_MAGIKARP,25,10,SPECIES_MAGIKARP,75,40,30,SPECIES_GYARADOS,40,30,SPECIES_GYARADOS,55,40,SPECIES_GYARADOS,55,40,SPECIES_GYARADOS,55,40,SPECIES_GYARADOS
51,15,47,SPECIES_GRAVELER,47,SPECIES_FLOATZEL,49,SPECIES_GRAVELER,48,SPECIES_ONIX,50,SPECIES_ONIX,48,SPECIES_FLOATZEL,50,SPECIES_GOLBAT,49,SPECIES_FLOATZEL,50,SPECIES_STEELIX,50,SPECIES_GABITE,50,SPECIES_STEELIX,50,SPECIES_GABITE,SPECIES_GRAVELER,SPECIES_FLOATZEL,SPECIES_GRAVELER,SPECIES_ONIX,SPECIES_GOLBAT,SPECIES_ONIX,SPECIES_ONIX,SPECIES_FLOATZEL,SPECIES_STEELIX,SPECIES_GABITE,100,100,0,0,0,0,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
52,15,47,SPECIES_GRAVELER,47,SPECIES_FLOATZEL,49,SPECIES_GRAVELER,48,SPECIES_ONIX,50,SPECIES_ONIX,48,SPECIES_FLOATZEL,49,SPECIES_GOLBAT,49,SPECIES_FLOATZEL,50,SPECIES_STEELIX,50,SPECIES_GABITE,50,SPECIES_STEELIX,50,SPECIES_GABITE,SPECIES_GRAVELER,SPECIES_FLOATZEL,SPECIES_GRAVELER,SPECIES_ONIX,SPECIES_GOLBAT,SPECIES_ONIX,SPECIES_ONIX,SPECIES_FLOATZEL,SPECIES_STEELIX,SPECIES_GABITE,100,100,0,0,0,0,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,SPECIES_STEELIX,SPECIES_GABITE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
53,10,4,SPECIES_ZUBAT,4,SPECIES_PSYDUCK,5,SPECIES_ZUBAT,5,SPECIES_PSYDUCK,3,SPECIES_ZUBAT,3,SPECIES_ZUBAT,6,SPECIES_PSYDUCK,6,SPECIES_ZUBAT,6,SPECIES_ZUBAT,6,SPECIES_ZUBAT,6,SPECIES_ZUBAT,6,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,0,0,0,0,0,0,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,10,30,20,SPECIES_PSYDUCK,30,20,SPECIES_ZUBAT,40,20,SPECIES_GOLDUCK,40,20,SPECIES_GOLBAT,40,20,SPECIES_GOLBAT,25,6,4,SPECIES_MAGIKARP,7,3,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,15,5,SPECIES_MAGIKARP,50,20,15,SPECIES_MAGIKARP,20,15,SPECIES_BARBOACH,25,10,SPECIES_MAGIKARP,25,10,SPECIES_BARBOACH,25,10,SPECIES_BARBOACH,75,55,30,SPECIES_GYARADOS,40,30,SPECIES_WHISCASH,55,40,SPECIES_GYARADOS,55,40,SPECIES_WHISCASH,55,40,SPECIES_WHISCASH
54,10,5,SPECIES_ZUBAT,5,SPECIES_PSYDUCK,6,SPECIES_ZUBAT,6,SPECIES_PSYDUCK,5,SPECIES_GEODUDE,5,SPECIES_ZUBAT,7,SPECIES_PSYDUCK,7,SPECIES_GEODUDE,7,SPECIES_ZUBAT,8,SPECIES_ZUBAT,7,SPECIES_ZUBAT,8,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,0,0,0,0,0,0,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
55,10,6,SPECIES_ZUBAT,8,SPECIES_PSYDUCK,7,SPECIES_ZUBAT,9,SPECIES_PSYDUCK,6,SPECIES_GEODUDE,8,SPECIES_ZUBAT,10,SPECIES_PSYDUCK,8,SPECIES_GEODUDE,9,SPECIES_ZUBAT,10,SPECIES_GOLBAT,9,SPECIES_ZUBAT,10,SPECIES_GOLBAT,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_GOLBAT,0,0,0,0,0,0,SPECIES_ZUBAT,SPECIES_GOLBAT,SPECIES_ZUBAT,SPECIES_GOLBAT,SPECIES_ZUBAT,SPECIES_GOLBAT,SPECIES_ZUBAT,SPECIES_GOLBAT,SPECIES_ZUBAT,SPECIES_GOLBAT,10,30,20,SPECIES_PSYDUCK,30,20,SPECIES_ZUBAT,40,20,SPECIES_GOLDUCK,40,20,SPECIES_GOLBAT,40,20,SPECIES_GOLBAT,25,6,4,SPECIES_MAGIKARP,7,3,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,15,5,SPECIES_MAGIKARP,50,20,15,SPECIES_MAGIKARP,20,15,SPECIES_BARBOACH,25,10,SPECIES_MAGIKARP,25,10,SPECIES_BARBOACH,25,10,SPECIES_BARBOACH,75,55,30,SPECIES_GYARADOS,40,30,SPECIES_WHISCASH,55,40,SPECIES_GYARADOS,55,40,SPECIES_WHISCASH,55,40,SPECIES_WHISCASH
56,10,53,SPECIES_CAMERUPT,54,SPECIES_RHYDON,51,SPECIES_FEAROW,51,SPECIES_GRAVELER,53,SPECIES_FEAROW,52,SPECIES_WEEZING,53,SPECIES_SKARMORY,53,SPECIES_GRAVELER,51,SPECIES_NUMEL,52,SPECIES_RHYHORN,51,SPECIES_NUMEL,52,SPECIES_RHYHORN,SPECIES_CAMERUPT,SPECIES_RHYDON,SPECIES_FEAROW,SPECIES_GRAVELER,SPECIES_GOLBAT,SPECIES_GRAVELER,SPECIES_TORKOAL,SPECIES_TORKOAL,SPECIES_TORKOAL,SPECIES_TORKOAL,100,100,0,0,0,0,SPECIES_NUMEL,SPECIES_RHYHORN,SPECIES_NUMEL,SPECIES_RHYHORN,SPECIES_NUMEL,SPECIES_RHYHORN,SPECIES_NUMEL,SPECIES_RHYHORN,SPECIES_NUMEL,SPECIES_RHYHORN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
57,10,54,SPECIES_MAGCARGO,54,SPECIES_RHYDON,52,SPECIES_GOLBAT,51,SPECIES_GRAVELER,52,SPECIES_GOLBAT,53,SPECIES_WEEZING,51,SPECIES_WEEZING,53,SPECIES_GRAVELER,52,SPECIES_SLUGMA,52,SPECIES_RHYHORN,52,SPECIES_SLUGMA,52,SPECIES_RHYHORN,SPECIES_MAGCARGO,SPECIES_RHYDON,SPECIES_GOLBAT,SPECIES_GRAVELER,SPECIES_GOLBAT,SPECIES_GRAVELER,SPECIES_GOLBAT,SPECIES_WEEZING,SPECIES_SLUGMA,SPECIES_RHYHORN,100,100,0,0,0,0,SPECIES_SLUGMA,SPECIES_RHYHORN,SPECIES_SLUGMA,SPECIES_RHYHORN,SPECIES_SLUGMA,SPECIES_RHYHORN,SPECIES_SLUGMA,SPECIES_RHYHORN,SPECIES_SLUGMA,SPECIES_RHYHORN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
58,10,53,SPECIES_MAGCARGO,55,SPECIES_MAGCARGO,53,SPECIES_GOLBAT,52,SPECIES_GRAVELER,55,SPECIES_RHYDON,54,SPECIES_WEEZING,52,SPECIES_WEEZING,54,SPECIES_GRAVELER,53,SPECIES_SLUGMA,53,SPECIES_KOFFING,53,SPECIES_SLUGMA,53,SPECIES_KOFFING,SPECIES_MAGCARGO,SPECIES_MAGCARGO,SPECIES_GOLBAT,SPECIES_GRAVELER,SPECIES_GOLBAT,SPECIES_GRAVELER,SPECIES_RHYDON,SPECIES_WEEZING,SPECIES_SLUGMA,SPECIES_KOFFING,100,100,0,0,0,0,SPECIES_SLUGMA,SPECIES_KOFFING,SPECIES_SLUGMA,SPECIES_KOFFING,SPECIES_SLUGMA,SPECIES_KOFFING,SPECIES_SLUGMA,SPECIES_KOFFING,SPECIES_SLUGMA,SPECIES_KOFFING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
59,30,38,SPECIES_GRAVELER,37,SPECIES_BIBAREL,39,SPECIES_GRAVELER,38,SPECIES_STARAVIA,38,SPECIES_BIBAREL,40,SPECIES_STARAVIA,37,SPECIES_GRAVELER,37,SPECIES_CHINGLING,40,SPECIES_DUSCLOPS,39,SPECIES_CHINGLING,40,SPECIES_DUSCLOPS,39,SPECIES_CHINGLING,SPECIES_GRAVELER,SPECIES_BIBAREL,SPECIES_GRAVELER,SPECIES_STARAVIA,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_BIBAREL,SPECIES_STARAVIA,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,10,40,20,SPECIES_GOLDUCK,40,20,SPECIES_GOLDUCK,40,20,SPECIES_GOLDUCK,40,20,SPECIES_GOLDUCK,40,20,SPECIES_GOLDUCK,25,6,4,SPECIES_MAGIKARP,7,3,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,15,5,SPECIES_MAGIKARP,50,20,15,SPECIES_MAGIKARP,20,15,SPECIES_GOLDEEN,25,10,SPECIES_MAGIKARP,25,10,SPECIES_GOLDEEN,25,10,SPECIES_GOLDEEN,75,40,30,SPECIES_GYARADOS,40,30,SPECIES_SEAKING,55,40,SPECIES_GYARADOS,55,40,SPECIES_SEAKING,55,40,SPECIES_SEAKING
60,15,15,SPECIES_GASTLY,15,SPECIES_BRONZOR,16,SPECIES_GASTLY,17,SPECIES_GOLBAT,17,SPECIES_GASTLY,17,SPECIES_GOLBAT,18,SPECIES_GOLBAT,16,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,SPECIES_GASTLY,SPECIES_BRONZOR,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
